id,title                                 ,thumbnail_url                                   ,video_url                                  ,publication_date
102,57歳で博士号を取得して、日本語学界に多大な影響を与えた男【三上章2】#100,https://i.ytimg.com/vi/r_Su4Awa6Dk/sddefault.jpg,https://www.youtube.com/watch?v=r_Su4Awa6Dk,2022-02-18
103,お互いの奇書を自慢したら最高にキショかった【キショ奇書自慢選手権】#101,https://i.ytimg.com/vi/QW9v7Yneuq0/sddefault.jpg,https://www.youtube.com/watch?v=QW9v7Yneuq0,2022-02-22
104,【売り子もやるよ】Podcasterの物販イベントに出店決定！【Podcast Weekend参加告知】#102,https://i.ytimg.com/vi/q_MfYdFxgTc/sddefault.jpg,https://www.youtube.com/watch?v=q_MfYdFxgTc,2022-02-25
105,【10年後の受験生へ】ターゲット1900の全語源解説（7単語だけで1時間）【ターゲット1900①】#103,https://i.ytimg.com/vi/RERceQyeld0/sddefault.jpg,https://www.youtube.com/watch?v=RERceQyeld0,2022-03-01
106,公開収録をやったらイキリ発言を晒し合う戦いになった【公開収録】#104,https://i.ytimg.com/vi/2AxuPKW8aUw/sddefault.jpg,https://www.youtube.com/watch?v=2AxuPKW8aUw,2022-03-04
107,【チャンネル登録10万人突破】YouTuberクリシェ。【雜談回】#105,https://i.ytimg.com/vi/fFGSy60zKlw/sddefault.jpg,https://www.youtube.com/watch?v=fFGSy60zKlw,2022-03-08
108,初回動画を見返したらツッコミが止まらなかった【雑談回】#106,https://i.ytimg.com/vi/5fkT0qrDg_I/sddefault.jpg,https://www.youtube.com/watch?v=5fkT0qrDg_I,2022-03-11
109,赤ちゃんの言語習得が無理ゲーすぎる【赤ちゃんの言語習得】#107,https://i.ytimg.com/vi/AMIaheSRVew/sddefault.jpg,https://www.youtube.com/watch?v=AMIaheSRVew,2022-03-15
110,【祝賀会or残念会】Podcast AWARDS振り返りライブ【授賞式直後】,https://i.ytimg.com/vi/-JTQQbvbIns/sddefault.jpg?v=622deb51,https://www.youtube.com/watch?v=-JTQQbvbIns,2022-03-17
111,論理的に解けない難問「ガヴァガイ問題」を赤ちゃんは解く【赤ちゃんの言語習得2】#108,https://i.ytimg.com/vi/J7rAZ2tRoT0/sddefault.jpg,https://www.youtube.com/watch?v=J7rAZ2tRoT0,2022-03-18
112,赤ちゃんにおしゃぶりでDJをさせる実験がある【赤ちゃんの言語習得3】#109,https://i.ytimg.com/vi/aPnXMtrumzs/sddefault.jpg,https://www.youtube.com/watch?v=aPnXMtrumzs,2022-03-22
113,赤ちゃんは遷移確率を算出するエグい計算機【赤ちゃんの言語習得4】#110,https://i.ytimg.com/vi/Gz3sGPBXXXQ/sddefault.jpg,https://www.youtube.com/watch?v=Gz3sGPBXXXQ,2022-03-25
114,カタルシス赤ちゃん英文法「可算・不可算名詞」【赤ちゃんの言語習得5】#111,https://i.ytimg.com/vi/I0BSrrCxy_c/sddefault.jpg,https://www.youtube.com/watch?v=I0BSrrCxy_c,2022-03-29
115,徹底討論 赤ちゃんはクリエイティブ？【赤ちゃんと創作1】#112,https://i.ytimg.com/vi/1xO-Lfs02c8/sddefault.jpg,https://www.youtube.com/watch?v=1xO-Lfs02c8,2022-04-01
116,赤ちゃんと詩人を見分けるクイズをやったら難しすぎたww【赤ちゃんと創作2】#113,https://i.ytimg.com/vi/zeGChbd9RA0/sddefault.jpg,https://www.youtube.com/watch?v=zeGChbd9RA0,2022-04-05
117,【名前はまだ早い】赤ちゃんには「人間」と名乗るべき【赤ちゃんまとめ】#114,https://i.ytimg.com/vi/iNAC58puA6w/sddefault.jpg,https://www.youtube.com/watch?v=iNAC58puA6w,2022-04-08
118,うんちくをウミガメのスープに料理してみた【うんちくエウレーカウミガメのスープ】#115,https://i.ytimg.com/vi/9kFL26oCKVs/sddefault.jpg,https://www.youtube.com/watch?v=9kFL26oCKVs,2022-04-12
119,ビジネス書を読むとハゲるし、蕁麻疹も出る【ビジネス書100冊雑談】#116,https://i.ytimg.com/vi/jmqSARvW6Eg/sddefault.jpg,https://www.youtube.com/watch?v=jmqSARvW6Eg,2022-04-15
120,『響け！ ユーフォニアム』は現代版『罪と罰』【深読みおじさんフェスティバル】#117,https://i.ytimg.com/vi/f9SbRBWkynU/sddefault.jpg,https://www.youtube.com/watch?v=f9SbRBWkynU,2022-04-19
121,乾坤一擲サン・ジョルディの日【本を贈る祝祭】【雑談回】#118,https://i.ytimg.com/vi/Ok2SmWEx_Uk/sddefault.jpg,https://www.youtube.com/watch?v=Ok2SmWEx_Uk,2022-04-22
122,「知は、現場にある（光文社新書）」は神コピー【ターゲット1900】#119,https://i.ytimg.com/vi/AL_XHN39DOk/sddefault.jpg,https://www.youtube.com/watch?v=AL_XHN39DOk,2022-04-26
123,【ゲーム実況①】フィールド言語学者の気持ちが分かるゲーム【7days to end with you】#120,https://i.ytimg.com/vi/vrBzSXN4MYI/sddefault.jpg,https://www.youtube.com/watch?v=vrBzSXN4MYI,2022-04-29
124,答えより下ネタを言いたくなるクイズ【うんちくエウレーカクイズ4】#121,https://i.ytimg.com/vi/GOlmrYFZQ4c/sddefault.jpg,https://www.youtube.com/watch?v=GOlmrYFZQ4c,2022-05-03
125,「ゆる言語学ラジオ大好き芸人」イベント出ます【告知回】#122,https://i.ytimg.com/vi/9UC6fpYL7mw/sddefault.jpg,https://www.youtube.com/watch?v=9UC6fpYL7mw,2022-05-06
126,原形不定詞とto不定詞は、八ツ橋と生八ツ橋【カタルシス英文法_準動詞1】#123,https://i.ytimg.com/vi/4nx71ckg8Eg/sddefault.jpg,https://www.youtube.com/watch?v=4nx71ckg8Eg,2022-05-10
127,混ぜてはいけないものを混ぜて生まれた現在進行形【カタルシス英文法_準動詞2】#124,https://i.ytimg.com/vi/5_m-4ue3erM/sddefault.jpg,https://www.youtube.com/watch?v=5_m-4ue3erM,2022-05-13
128,英語史は明太マヨ【カタルシス英文法_準動詞3】#125,https://i.ytimg.com/vi/TR_5gN2IOhA/sddefault.jpg,https://www.youtube.com/watch?v=TR_5gN2IOhA,2022-05-17
129,強烈なファンアート（石像）が来た【おたより雑談回】#126,https://i.ytimg.com/vi/VdVT4zYSH24/sddefault.jpg,https://www.youtube.com/watch?v=VdVT4zYSH24,2022-05-20
